region_index,image_id,image_path,annotation_id,category_id,category_name,bbox_x,bbox_y,bbox_width,bbox_height,attribute_ids
2042,img_0074,data\raw\img_0074.jpg,4745,1,"top, t-shirt, sweatshirt",389.0,147.0,193.0,275.0,"[317, 295, 136, 301, 0, 147, 115, 145]"
2043,img_0069,data\raw\img_0069.jpg,4747,10,dress,347.0,203.0,187.0,549.0,"[316, 317, 133, 108, 295, 229, 153, 115, 145]"
2044,img_0069,data\raw\img_0069.jpg,4748,23,shoe,430.0,878.0,40.0,59.0,[]
2045,img_0069,data\raw\img_0069.jpg,4749,23,shoe,468.0,871.0,44.0,57.0,[]
2046,img_0436,data\raw\img_0436.jpg,4751,1,"top, t-shirt, sweatshirt",398.0,344.0,270.0,362.0,"[317, 316, 142, 146, 295, 135, 11, 115]"
2047,img_0436,data\raw\img_0436.jpg,4752,6,pants,390.0,673.0,246.0,350.0,"[36, 142, 317, 295, 136, 115, 230, 297, 128]"
2048,img_0436,data\raw\img_0436.jpg,4756,24,"bag, wallet",410.0,568.0,207.0,355.0,[]
2049,img_0436,data\raw\img_0436.jpg,4757,18,watch,688.0,827.0,45.0,37.0,[]
2050,img_0436,data\raw\img_0436.jpg,4759,4,jacket,322.0,357.0,410.0,644.0,"[316, 146, 29, 295, 136, 225, 115, 145, 321]"
2051,img_0619,data\raw\img_0619.jpg,4761,1,"top, t-shirt, sweatshirt",353.0,377.0,247.0,341.0,"[317, 295, 136, 301, 0, 115, 145]"
2052,img_0619,data\raw\img_0619.jpg,4766,4,jacket,203.0,217.0,558.0,513.0,"[317, 146, 142, 295, 298, 136, 225, 115, 21]"
2053,img_0264,data\raw\img_0264.jpg,4767,6,pants,287.0,532.0,150.0,427.0,"[316, 137, 142, 295, 229, 155, 132, 325, 115, 41]"
2054,img_0264,data\raw\img_0264.jpg,4768,23,shoe,293.0,892.0,8.0,25.0,[]
2055,img_0264,data\raw\img_0264.jpg,4769,23,shoe,342.0,937.0,45.0,38.0,[]
2056,img_0264,data\raw\img_0264.jpg,4770,1,"top, t-shirt, sweatshirt",332.0,341.0,51.0,129.0,"[316, 317, 295, 135, 2, 115]"
2057,img_0264,data\raw\img_0264.jpg,4772,4,jacket,264.0,300.0,220.0,324.0,"[146, 17, 312, 142, 295, 135, 303, 225, 325, 115]"
2058,img_0013,data\raw\img_0013.jpg,4776,23,shoe,245.0,804.0,79.0,86.0,[]
2059,img_0013,data\raw\img_0013.jpg,4777,23,shoe,194.0,794.0,68.0,119.0,[]
2060,img_0013,data\raw\img_0013.jpg,4778,21,"tights, stockings",236.0,651.0,96.0,170.0,[]
2061,img_0013,data\raw\img_0013.jpg,4779,21,"tights, stockings",228.0,671.0,45.0,114.0,[]
2062,img_0013,data\raw\img_0013.jpg,4785,19,belt,257.0,428.0,16.0,14.0,[]
2063,img_0013,data\raw\img_0013.jpg,4788,10,dress,181.0,282.0,136.0,394.0,"[316, 295, 328, 141, 149, 101, 115, 128]"
2064,img_0013,data\raw\img_0013.jpg,4789,4,jacket,80.0,304.0,306.0,218.0,"[317, 316, 146, 295, 21, 136, 225, 115, 145]"
2065,img_0013,data\raw\img_0013.jpg,4791,15,"headband, head covering, hair accessory",184.0,201.0,76.0,56.0,[]
2066,img_0730,data\raw\img_0730.jpg,4792,1,"top, t-shirt, sweatshirt",0.0,160.0,682.0,767.0,"[146, 318, 295, 136, 301, 0, 325, 115, 145]"
2067,img_0820,data\raw\img_0820.jpg,4810,10,dress,243.0,274.0,248.0,492.0,"[152, 295, 140, 328, 109, 308, 127, 115, 229]"
2068,img_0820,data\raw\img_0820.jpg,4814,23,shoe,323.0,867.0,37.0,83.0,[]
2069,img_0820,data\raw\img_0820.jpg,4815,23,shoe,359.0,884.0,34.0,69.0,[]
2070,img_0380,data\raw\img_0380.jpg,4820,15,"headband, head covering, hair accessory",631.0,84.0,27.0,63.0,[]
2071,img_0380,data\raw\img_0380.jpg,4821,10,dress,520.0,180.0,332.0,351.0,"[312, 295, 144, 119, 327, 151, 115, 113, 229]"
2072,img_0380,data\raw\img_0380.jpg,4824,23,shoe,650.0,667.0,53.0,71.0,[]
2073,img_0380,data\raw\img_0380.jpg,4825,23,shoe,718.0,678.0,67.0,65.0,[]
2074,img_0571,data\raw\img_0571.jpg,4826,10,dress,157.0,381.0,390.0,605.0,"[316, 117, 229, 295, 333, 149, 113, 115, 141]"
2075,img_0983,data\raw\img_0983.jpg,4828,22,sock,364.0,749.0,56.0,121.0,[]
2076,img_0983,data\raw\img_0983.jpg,4829,22,sock,408.0,768.0,51.0,110.0,[]
2077,img_0983,data\raw\img_0983.jpg,4830,23,shoe,410.0,854.0,42.0,32.0,[]
2078,img_0983,data\raw\img_0983.jpg,4831,23,shoe,361.0,831.0,46.0,46.0,[]
2079,img_0983,data\raw\img_0983.jpg,4832,10,dress,363.0,195.0,152.0,486.0,"[317, 295, 151, 115, 145, 103, 128]"
2080,img_0983,data\raw\img_0983.jpg,4834,10,dress,334.0,220.0,234.0,316.0,"[316, 317, 129, 295, 109, 149, 115, 145, 234]"
2081,img_0201,data\raw\img_0201.jpg,4838,1,"top, t-shirt, sweatshirt",493.0,319.0,108.0,166.0,"[317, 146, 295, 136, 301, 11, 115, 145]"
2082,img_0201,data\raw\img_0201.jpg,4839,15,"headband, head covering, hair accessory",543.0,226.0,11.0,10.0,[]
2083,img_0201,data\raw\img_0201.jpg,4840,18,watch,596.0,345.0,27.0,14.0,[]
2084,img_0201,data\raw\img_0201.jpg,4842,7,shorts,475.0,480.0,136.0,57.0,"[148, 317, 295, 298, 50, 135, 115, 230]"
2085,img_0201,data\raw\img_0201.jpg,4843,23,shoe,673.0,563.0,67.0,58.0,[]
2086,img_0201,data\raw\img_0201.jpg,4844,23,shoe,363.0,560.0,61.0,60.0,[]
2087,img_0574,data\raw\img_0574.jpg,4845,10,dress,254.0,326.0,349.0,591.0,"[317, 133, 108, 295, 304, 155, 115, 229, 141]"
2088,img_0574,data\raw\img_0574.jpg,4847,26,umbrella,198.0,102.0,376.0,350.0,[]
2089,img_0574,data\raw\img_0574.jpg,4848,23,shoe,362.0,901.0,56.0,69.0,[]
2090,img_0574,data\raw\img_0574.jpg,4849,23,shoe,442.0,841.0,33.0,74.0,[]
2091,img_0209,data\raw\img_0209.jpg,4850,10,dress,266.0,278.0,284.0,745.0,"[316, 129, 295, 323, 328, 227, 98, 145, 115, 330]"
2092,img_0703,data\raw\img_0703.jpg,4852,23,shoe,280.0,866.0,84.0,145.0,[]
2093,img_0703,data\raw\img_0703.jpg,4853,22,sock,294.0,890.0,9.0,9.0,[]
2094,img_0703,data\raw\img_0703.jpg,4854,23,shoe,246.0,833.0,85.0,125.0,[]
2095,img_0703,data\raw\img_0703.jpg,4855,6,pants,218.0,483.0,173.0,408.0,"[316, 317, 142, 38, 295, 135, 230, 115]"
2096,img_0703,data\raw\img_0703.jpg,4858,4,jacket,176.0,163.0,276.0,369.0,"[317, 146, 142, 295, 298, 136, 225, 115, 21]"
2097,img_0703,data\raw\img_0703.jpg,4864,15,"headband, head covering, hair accessory",267.0,125.0,14.0,22.0,[]
2098,img_0001,data\raw\img_0001.jpg,4867,0,"shirt, blouse",282.0,303.0,442.0,378.0,"[316, 328, 295, 136, 225, 115]"
2099,img_0001,data\raw\img_0001.jpg,4873,5,vest,358.0,340.0,304.0,341.0,"[317, 295, 136, 303, 311, 115, 145, 229]"
2100,img_0737,data\raw\img_0737.jpg,4874,10,dress,196.0,275.0,350.0,706.0,"[317, 312, 108, 120, 140, 304, 155, 281, 115, 229, 313]"
2101,img_0860,data\raw\img_0860.jpg,4877,10,dress,121.0,201.0,476.0,741.0,"[317, 295, 305, 111, 127, 114, 149, 145, 234]"
2102,img_0860,data\raw\img_0860.jpg,4881,19,belt,394.0,643.0,151.0,299.0,[]
2103,img_0490,data\raw\img_0490.jpg,4882,6,pants,210.0,721.0,193.0,302.0,"[316, 317, 142, 38, 295, 136, 230, 115, 128]"
2104,img_0490,data\raw\img_0490.jpg,4887,4,jacket,254.0,468.0,192.0,359.0,"[317, 316, 146, 295, 22, 136, 115, 145]"
2105,img_0533,data\raw\img_0533.jpg,4895,10,dress,218.0,391.0,316.0,478.0,"[316, 317, 295, 140, 127, 149, 115, 106]"
2106,img_0199,data\raw\img_0199.jpg,4905,19,belt,424.0,524.0,186.0,110.0,[]
2107,img_0199,data\raw\img_0199.jpg,4906,10,dress,185.0,189.0,497.0,799.0,"[142, 295, 129, 305, 112, 322, 149, 115, 229]"
2108,img_0199,data\raw\img_0199.jpg,4907,14,hat,78.0,342.0,66.0,157.0,[]
2109,img_0170,data\raw\img_0170.jpg,4908,10,dress,324.0,222.0,191.0,538.0,"[316, 142, 152, 295, 127, 325, 115, 229]"
2110,img_0170,data\raw\img_0170.jpg,4910,19,belt,364.0,397.0,128.0,52.0,[]
2111,img_0170,data\raw\img_0170.jpg,4911,23,shoe,397.0,911.0,49.0,73.0,[]
2112,img_0170,data\raw\img_0170.jpg,4912,23,shoe,432.0,848.0,36.0,107.0,[]
2113,img_0800,data\raw\img_0800.jpg,4924,1,"top, t-shirt, sweatshirt",581.0,145.0,103.0,145.0,"[316, 146, 142, 295, 135, 115, 324]"
2114,img_0800,data\raw\img_0800.jpg,4926,7,shorts,563.0,269.0,134.0,114.0,"[316, 142, 295, 136, 149, 115, 234]"
2115,img_0800,data\raw\img_0800.jpg,4929,23,shoe,617.0,584.0,42.0,55.0,[]
2116,img_0800,data\raw\img_0800.jpg,4930,23,shoe,558.0,556.0,64.0,84.0,[]
2117,img_0800,data\raw\img_0800.jpg,4931,15,"headband, head covering, hair accessory",598.0,43.0,78.0,49.0,[]
2118,img_0806,data\raw\img_0806.jpg,4934,10,dress,34.0,172.0,314.0,483.0,"[117, 142, 295, 323, 305, 150, 115, 113, 229]"
2119,img_0806,data\raw\img_0806.jpg,4936,18,watch,27.0,498.0,22.0,25.0,[]
2120,img_0806,data\raw\img_0806.jpg,4937,23,shoe,152.0,840.0,50.0,96.0,[]
2121,img_0806,data\raw\img_0806.jpg,4938,23,shoe,150.0,862.0,53.0,126.0,[]
2122,img_0376,data\raw\img_0376.jpg,4939,23,shoe,402.0,882.0,62.0,61.0,[]
2123,img_0376,data\raw\img_0376.jpg,4940,23,shoe,291.0,853.0,74.0,51.0,[]
2124,img_0376,data\raw\img_0376.jpg,4941,6,pants,303.0,532.0,168.0,355.0,"[316, 317, 142, 38, 295, 135, 230, 154, 115]"
2125,img_0376,data\raw\img_0376.jpg,4942,1,"top, t-shirt, sweatshirt",302.0,329.0,145.0,230.0,"[316, 317, 295, 136, 11, 147, 115, 145]"
2126,img_0376,data\raw\img_0376.jpg,4944,13,glasses,344.0,261.0,67.0,25.0,[]
2127,img_0376,data\raw\img_0376.jpg,4945,15,"headband, head covering, hair accessory",343.0,218.0,71.0,48.0,[]
2128,img_0683,data\raw\img_0683.jpg,4946,10,dress,169.0,421.0,417.0,602.0,"[317, 142, 295, 304, 115, 229, 126]"
2129,img_0661,data\raw\img_0661.jpg,4948,13,glasses,445.0,209.0,60.0,30.0,[]
2130,img_0661,data\raw\img_0661.jpg,4949,1,"top, t-shirt, sweatshirt",490.0,321.0,39.0,33.0,"[317, 136, 11, 115]"
2131,img_0661,data\raw\img_0661.jpg,4953,7,shorts,429.0,489.0,195.0,115.0,"[148, 142, 317, 295, 298, 50, 136, 300, 115, 230]"
2132,img_0661,data\raw\img_0661.jpg,4954,1,"top, t-shirt, sweatshirt",379.0,293.0,240.0,366.0,"[316, 137, 317, 295, 114, 0, 147, 145]"
2133,img_0791,data\raw\img_0791.jpg,4957,10,dress,229.0,264.0,230.0,369.0,"[316, 129, 149, 281, 145, 101, 115, 229]"
2134,img_0791,data\raw\img_0791.jpg,4959,23,shoe,315.0,808.0,47.0,107.0,[]
2135,img_0791,data\raw\img_0791.jpg,4960,23,shoe,379.0,709.0,38.0,114.0,[]
2136,img_0509,data\raw\img_0509.jpg,4964,4,jacket,218.0,86.0,276.0,510.0,"[316, 137, 317, 29, 229, 295, 147, 115, 145]"
2137,img_0509,data\raw\img_0509.jpg,4967,1,"top, t-shirt, sweatshirt",276.0,212.0,152.0,386.0,"[316, 317, 137, 148, 295, 0, 115, 145]"
2138,img_0509,data\raw\img_0509.jpg,4969,6,pants,273.0,554.0,163.0,286.0,"[317, 295, 136, 304, 40, 115, 154, 230, 128]"
2139,img_0509,data\raw\img_0509.jpg,4972,23,shoe,344.0,878.0,56.0,64.0,[]
2140,img_0509,data\raw\img_0509.jpg,4973,23,shoe,300.0,779.0,52.0,120.0,[]
2141,img_0484,data\raw\img_0484.jpg,4974,23,shoe,731.0,430.0,177.0,136.0,[]
2142,img_0484,data\raw\img_0484.jpg,4975,23,shoe,899.0,460.0,124.0,97.0,[]
2143,img_0484,data\raw\img_0484.jpg,4976,1,"top, t-shirt, sweatshirt",222.0,235.0,211.0,341.0,"[316, 317, 137, 295, 114, 0, 145]"
2144,img_0361,data\raw\img_0361.jpg,4980,12,cape,203.0,220.0,247.0,252.0,"[316, 146, 317, 136, 115, 145]"
2145,img_0361,data\raw\img_0361.jpg,4981,10,dress,272.0,437.0,205.0,575.0,"[316, 317, 152, 229, 295, 140, 127, 115, 106]"
2146,img_0215,data\raw\img_0215.jpg,4983,10,dress,226.0,277.0,186.0,384.0,"[317, 295, 301, 149, 101, 145, 115, 234, 128]"
2147,img_0215,data\raw\img_0215.jpg,4986,9,coat,144.0,268.0,386.0,522.0,"[137, 318, 152, 311, 294, 115, 145, 88]"
2148,img_0215,data\raw\img_0215.jpg,4987,6,pants,238.0,657.0,263.0,217.0,"[317, 137, 36, 295, 153, 300, 132, 115, 230, 297]"
2149,img_0215,data\raw\img_0215.jpg,4988,24,"bag, wallet",378.0,285.0,95.0,354.0,[]
2150,img_0215,data\raw\img_0215.jpg,4989,24,"bag, wallet",157.0,295.0,91.0,208.0,[]
2151,img_0215,data\raw\img_0215.jpg,4990,21,"tights, stockings",354.0,650.0,136.0,239.0,[]
2152,img_0215,data\raw\img_0215.jpg,4991,21,"tights, stockings",258.0,660.0,71.0,227.0,[]
2153,img_0215,data\raw\img_0215.jpg,4992,23,shoe,458.0,877.0,113.0,113.0,[]
2154,img_0215,data\raw\img_0215.jpg,4993,23,shoe,279.0,872.0,65.0,124.0,[]
2155,img_0835,data\raw\img_0835.jpg,4996,23,shoe,383.0,515.0,112.0,60.0,[]
2156,img_0835,data\raw\img_0835.jpg,4997,23,shoe,420.0,498.0,78.0,66.0,[]
2157,img_0835,data\raw\img_0835.jpg,4998,7,shorts,659.0,450.0,102.0,123.0,"[316, 148, 317, 295, 136, 60, 115, 234]"
2158,img_0835,data\raw\img_0835.jpg,4999,1,"top, t-shirt, sweatshirt",692.0,315.0,124.0,255.0,"[317, 295, 136, 301, 0, 147, 115, 145]"
2159,img_0835,data\raw\img_0835.jpg,5002,15,"headband, head covering, hair accessory",784.0,241.0,17.0,22.0,[]
2160,img_0835,data\raw\img_0835.jpg,5003,24,"bag, wallet",744.0,314.0,163.0,290.0,[]
2161,img_0702,data\raw\img_0702.jpg,5008,13,glasses,433.0,80.0,104.0,39.0,[]
2162,img_0702,data\raw\img_0702.jpg,5010,1,"top, t-shirt, sweatshirt",350.0,183.0,195.0,214.0,"[317, 316, 146, 295, 135, 8, 11, 115, 141]"
2163,img_0702,data\raw\img_0702.jpg,5011,7,shorts,334.0,453.0,253.0,173.0,"[316, 148, 328, 295, 135, 143, 60, 115, 234]"
2164,img_0418,data\raw\img_0418.jpg,5012,1,"top, t-shirt, sweatshirt",330.0,298.0,140.0,196.0,"[317, 295, 136, 0, 147, 115, 145]"
2165,img_0090,data\raw\img_0090.jpg,5015,23,shoe,278.0,886.0,47.0,90.0,[]
2166,img_0090,data\raw\img_0090.jpg,5016,23,shoe,266.0,824.0,58.0,106.0,[]
2167,img_0090,data\raw\img_0090.jpg,5017,8,skirt,192.0,397.0,181.0,389.0,"[316, 318, 68, 128, 153, 281, 115, 141]"
2168,img_0090,data\raw\img_0090.jpg,5018,0,"shirt, blouse",153.0,238.0,271.0,326.0,"[317, 137, 316, 146, 295, 225, 115]"
2169,img_0166,data\raw\img_0166.jpg,5024,8,skirt,549.0,332.0,121.0,146.0,"[317, 295, 129, 304, 149, 115, 65]"
2170,img_0166,data\raw\img_0166.jpg,5025,2,sweater,487.0,185.0,167.0,208.0,"[316, 146, 318, 295, 136, 115, 145]"
2171,img_0166,data\raw\img_0166.jpg,5027,23,shoe,501.0,551.0,37.0,86.0,[]
2172,img_0166,data\raw\img_0166.jpg,5028,23,shoe,636.0,495.0,60.0,53.0,[]
2173,img_0593,data\raw\img_0593.jpg,5029,13,glasses,315.0,79.0,80.0,37.0,[]
2174,img_0593,data\raw\img_0593.jpg,5036,4,jacket,177.0,117.0,288.0,431.0,"[317, 316, 142, 146, 295, 226, 136, 28, 115]"
2175,img_0593,data\raw\img_0593.jpg,5038,0,"shirt, blouse",305.0,164.0,83.0,82.0,"[317, 328, 225, 115]"
2176,img_0593,data\raw\img_0593.jpg,5040,24,"bag, wallet",104.0,539.0,134.0,239.0,[]
2177,img_0593,data\raw\img_0593.jpg,5041,6,pants,235.0,479.0,198.0,411.0,"[316, 38, 295, 136, 230, 322, 154, 115, 128]"
2178,img_0593,data\raw\img_0593.jpg,5042,23,shoe,290.0,873.0,57.0,102.0,[]
2179,img_0593,data\raw\img_0593.jpg,5043,23,shoe,338.0,864.0,27.0,72.0,[]
2180,img_0173,data\raw\img_0173.jpg,5045,9,coat,209.0,115.0,294.0,521.0,"[316, 317, 142, 135, 81, 92, 225, 149, 115]"
2181,img_0173,data\raw\img_0173.jpg,5046,10,dress,279.0,246.0,163.0,406.0,"[317, 295, 149, 98, 115, 128]"
2182,img_0173,data\raw\img_0173.jpg,5050,19,belt,252.0,355.0,191.0,149.0,[]
2183,img_0173,data\raw\img_0173.jpg,5053,23,shoe,400.0,831.0,53.0,110.0,[]
2184,img_0173,data\raw\img_0173.jpg,5054,23,shoe,330.0,907.0,59.0,92.0,[]
2185,img_0173,data\raw\img_0173.jpg,5055,6,pants,285.0,635.0,165.0,238.0,"[316, 317, 38, 295, 136, 230, 154, 115]"
2186,img_0654,data\raw\img_0654.jpg,5060,8,skirt,169.0,495.0,200.0,176.0,"[316, 317, 150, 68, 127, 115, 229]"
2187,img_0654,data\raw\img_0654.jpg,5061,23,shoe,279.0,839.0,21.0,100.0,[]
2188,img_0654,data\raw\img_0654.jpg,5062,23,shoe,227.0,887.0,62.0,80.0,[]
2189,img_0654,data\raw\img_0654.jpg,5063,1,"top, t-shirt, sweatshirt",107.0,198.0,311.0,314.0,"[137, 318, 295, 335, 301, 0, 147, 115, 145]"
2190,img_0011,data\raw\img_0011.jpg,5068,1,"top, t-shirt, sweatshirt",263.0,193.0,155.0,189.0,"[316, 317, 137, 295, 11, 115, 145]"
2191,img_0011,data\raw\img_0011.jpg,5069,8,skirt,251.0,372.0,190.0,221.0,"[316, 142, 318, 295, 68, 149, 115, 128]"
2192,img_0011,data\raw\img_0011.jpg,5070,17,glove,191.0,304.0,87.0,241.0,[]
2193,img_0011,data\raw\img_0011.jpg,5071,17,glove,415.0,296.0,103.0,214.0,[]
2194,img_0011,data\raw\img_0011.jpg,5072,22,sock,328.0,840.0,47.0,101.0,[]
2195,img_0011,data\raw\img_0011.jpg,5073,22,sock,282.0,825.0,44.0,97.0,[]
2196,img_0011,data\raw\img_0011.jpg,5074,23,shoe,274.0,877.0,48.0,80.0,[]
2197,img_0011,data\raw\img_0011.jpg,5075,23,shoe,327.0,909.0,43.0,63.0,[]
2198,img_0486,data\raw\img_0486.jpg,5090,10,dress,233.0,296.0,248.0,727.0,"[316, 317, 295, 127, 101, 145, 115]"
2199,img_0869,data\raw\img_0869.jpg,5104,10,dress,70.0,193.0,434.0,766.0,"[117, 312, 295, 144, 108, 323, 155, 325, 115, 229]"
2200,img_0869,data\raw\img_0869.jpg,5105,15,"headband, head covering, hair accessory",238.0,66.0,72.0,34.0,[]
2201,img_0931,data\raw\img_0931.jpg,5106,1,"top, t-shirt, sweatshirt",269.0,130.0,176.0,284.0,"[316, 138, 146, 328, 295, 115, 141]"
2202,img_0931,data\raw\img_0931.jpg,5108,6,pants,223.0,413.0,213.0,535.0,"[317, 137, 295, 143, 125, 155, 39, 298, 115, 230]"
2203,img_0931,data\raw\img_0931.jpg,5110,23,shoe,267.0,924.0,64.0,33.0,[]
2204,img_0931,data\raw\img_0931.jpg,5111,23,shoe,367.0,944.0,83.0,41.0,[]
2205,img_0528,data\raw\img_0528.jpg,5115,0,"shirt, blouse",87.0,292.0,144.0,192.0,"[316, 295, 136, 322, 225, 147, 115, 145]"
2206,img_0528,data\raw\img_0528.jpg,5116,1,"top, t-shirt, sweatshirt",149.0,317.0,35.0,135.0,"[317, 136, 0, 115]"
2207,img_0528,data\raw\img_0528.jpg,5117,6,pants,138.0,439.0,151.0,183.0,"[36, 317, 295, 136, 298, 154, 115, 230, 128]"
2208,img_0528,data\raw\img_0528.jpg,5120,22,sock,253.0,620.0,13.0,4.0,[]
2209,img_0528,data\raw\img_0528.jpg,5121,23,shoe,233.0,621.0,74.0,57.0,[]
2210,img_0528,data\raw\img_0528.jpg,5122,23,shoe,266.0,600.0,66.0,38.0,[]
2211,img_0603,data\raw\img_0603.jpg,5130,10,dress,284.0,355.0,159.0,287.0,"[152, 312, 295, 323, 140, 127, 115, 229, 106]"
2212,img_0603,data\raw\img_0603.jpg,5132,22,sock,296.0,751.0,39.0,46.0,[]
2213,img_0603,data\raw\img_0603.jpg,5133,22,sock,380.0,756.0,43.0,50.0,[]
2214,img_0603,data\raw\img_0603.jpg,5134,23,shoe,367.0,759.0,64.0,68.0,[]
2215,img_0603,data\raw\img_0603.jpg,5135,23,shoe,286.0,743.0,58.0,77.0,[]
2216,img_0230,data\raw\img_0230.jpg,5146,4,jacket,165.0,437.0,457.0,586.0,"[317, 146, 295, 21, 298, 136, 225, 115, 145]"
2217,img_0230,data\raw\img_0230.jpg,5148,1,"top, t-shirt, sweatshirt",246.0,502.0,121.0,398.0,"[317, 316, 146, 295, 136, 0, 115, 145]"
2218,img_0230,data\raw\img_0230.jpg,5150,19,belt,244.0,869.0,111.0,69.0,[]
2219,img_0230,data\raw\img_0230.jpg,5152,6,pants,198.0,883.0,182.0,140.0,"[316, 317, 142, 295, 230, 115, 128]"
2220,img_0230,data\raw\img_0230.jpg,5153,13,glasses,276.0,330.0,134.0,52.0,[]
2221,img_0093,data\raw\img_0093.jpg,5154,1,"top, t-shirt, sweatshirt",159.0,208.0,136.0,195.0,"[317, 146, 142, 295, 135, 0, 115]"
2222,img_0093,data\raw\img_0093.jpg,5157,8,skirt,148.0,364.0,171.0,220.0,"[317, 142, 295, 150, 68, 314, 115, 229, 128]"
2223,img_0093,data\raw\img_0093.jpg,5160,23,shoe,325.0,732.0,57.0,112.0,[]
2224,img_0093,data\raw\img_0093.jpg,5161,23,shoe,118.0,747.0,80.0,115.0,[]
2225,img_0186,data\raw\img_0186.jpg,5162,13,glasses,522.0,165.0,60.0,19.0,[]
2226,img_0186,data\raw\img_0186.jpg,5164,21,"tights, stockings",513.0,410.0,55.0,185.0,[]
2227,img_0186,data\raw\img_0186.jpg,5165,21,"tights, stockings",561.0,415.0,44.0,134.0,[]
2228,img_0186,data\raw\img_0186.jpg,5166,23,shoe,544.0,590.0,38.0,71.0,[]
2229,img_0186,data\raw\img_0186.jpg,5167,23,shoe,515.0,561.0,34.0,78.0,[]
2230,img_0186,data\raw\img_0186.jpg,5168,19,belt,519.0,347.0,87.0,33.0,[]
2231,img_0186,data\raw\img_0186.jpg,5174,1,"top, t-shirt, sweatshirt",519.0,222.0,90.0,147.0,"[317, 295, 135, 301, 0, 115, 145]"
2232,img_0186,data\raw\img_0186.jpg,5175,7,shorts,502.0,340.0,113.0,101.0,"[148, 317, 295, 298, 143, 50, 136, 300, 115, 230]"
2233,img_0186,data\raw\img_0186.jpg,5176,4,jacket,465.0,200.0,194.0,207.0,"[317, 146, 142, 20, 136, 303, 115, 229]"
2234,img_0941,data\raw\img_0941.jpg,5184,1,"top, t-shirt, sweatshirt",174.0,165.0,224.0,284.0,"[316, 146, 295, 135, 319, 115, 145, 10]"
2235,img_0941,data\raw\img_0941.jpg,5185,6,pants,162.0,413.0,374.0,480.0,"[317, 137, 36, 295, 143, 125, 155, 298, 115, 230]"
2236,img_0941,data\raw\img_0941.jpg,5192,1,"top, t-shirt, sweatshirt",147.0,163.0,244.0,114.0,"[317, 295, 136, 0, 115]"
2237,img_0853,data\raw\img_0853.jpg,5193,23,shoe,340.0,910.0,92.0,111.0,[]
2238,img_0853,data\raw\img_0853.jpg,5194,23,shoe,191.0,894.0,120.0,103.0,[]
2239,img_0853,data\raw\img_0853.jpg,5195,10,dress,225.0,155.0,304.0,454.0,"[317, 142, 299, 295, 120, 225, 149, 115, 103]"
2240,img_0710,data\raw\img_0710.jpg,5197,25,scarf,295.0,230.0,139.0,321.0,[]
2241,img_0710,data\raw\img_0710.jpg,5200,1,"top, t-shirt, sweatshirt",237.0,281.0,223.0,260.0,"[317, 137, 316, 146, 295, 115, 145]"
2242,img_0710,data\raw\img_0710.jpg,5203,7,shorts,272.0,479.0,175.0,142.0,"[316, 317, 137, 295, 149, 115]"
2243,img_0710,data\raw\img_0710.jpg,5204,22,sock,351.0,813.0,33.0,33.0,[]
2244,img_0710,data\raw\img_0710.jpg,5205,22,sock,326.0,787.0,27.0,29.0,[]
2245,img_0710,data\raw\img_0710.jpg,5206,23,shoe,330.0,812.0,23.0,84.0,[]
2246,img_0710,data\raw\img_0710.jpg,5207,23,shoe,330.0,840.0,51.0,93.0,[]
2247,img_0710,data\raw\img_0710.jpg,5208,15,"headband, head covering, hair accessory",329.0,159.0,75.0,49.0,[]
2248,img_0913,data\raw\img_0913.jpg,5231,7,shorts,566.0,372.0,49.0,79.0,"[316, 148, 317, 295, 136, 50, 230, 115]"
2249,img_0913,data\raw\img_0913.jpg,5232,1,"top, t-shirt, sweatshirt",565.0,257.0,47.0,132.0,"[316, 146, 142, 295, 135, 0, 319, 115]"
2250,img_0913,data\raw\img_0913.jpg,5233,9,coat,537.0,214.0,286.0,302.0,"[316, 295, 136, 322, 225, 79, 115, 145]"
2251,img_0913,data\raw\img_0913.jpg,5236,23,shoe,415.0,475.0,72.0,114.0,[]
2252,img_0913,data\raw\img_0913.jpg,5237,23,shoe,393.0,563.0,83.0,103.0,[]
2253,img_0913,data\raw\img_0913.jpg,5239,13,glasses,614.0,143.0,36.0,21.0,[]
2254,img_0275,data\raw\img_0275.jpg,5241,6,pants,232.0,445.0,154.0,363.0,"[316, 317, 38, 295, 135, 290, 154, 115]"
2255,img_0275,data\raw\img_0275.jpg,5242,23,shoe,308.0,758.0,36.0,108.0,[]
2256,img_0275,data\raw\img_0275.jpg,5243,23,shoe,278.0,815.0,41.0,88.0,[]
2257,img_0275,data\raw\img_0275.jpg,5244,12,cape,193.0,203.0,267.0,308.0,"[316, 137, 317, 295, 147, 115, 145]"
2258,img_0275,data\raw\img_0275.jpg,5246,19,belt,318.0,353.0,64.0,76.0,[]
2259,img_0275,data\raw\img_0275.jpg,5247,1,"top, t-shirt, sweatshirt",285.0,203.0,59.0,121.0,"[316, 317, 136, 115, 3]"
2260,img_0864,data\raw\img_0864.jpg,5249,10,dress,342.0,230.0,253.0,474.0,"[145, 295, 305, 118, 100, 149, 115, 229]"
2261,img_0864,data\raw\img_0864.jpg,5250,23,shoe,384.0,998.0,18.0,25.0,[]
2262,img_0864,data\raw\img_0864.jpg,5251,23,shoe,548.0,1002.0,9.0,21.0,[]
